SEVERIDADE,PA_CODUNI,NUM_PACIENTES,NU_LATITUDE,NU_LONGITUDE
LEVE/MODERADA,0017302,1,-25.5115557,-49.3284098
LEVE/MODERADA,0017345,1,-25.5421762,-49.3182013
LEVE/MODERADA,0017507,1,-25.3638266,-49.2629814
LEVE/MODERADA,0017515,1,-25.4008599,-49.2395071
LEVE/MODERADA,0017531,1,-25.3800412,-49.245868
LEVE/MODERADA,0019259,1,-27.590766,-48.579855
LEVE/MODERADA,0020052,1,-27.592469,-48.552205
LEVE/MODERADA,0027278,1,-19.9281399,-43.9241018
LEVE/MODERADA,0059218,1,-12.1529123,-45.0048589
LEVE/MODERADA,0393029,1,-3.787032,-38.58457
LEVE/MODERADA,2004941,1,-9.755922915095578,-36.65536880493164
LEVE/MODERADA,2005557,1,-9.666,-35.735
LEVE/MODERADA,2007037,1,-9.6656174,-35.7413631
LEVE/MODERADA,2011905,1,-3.890865445724483,-59.099836349487305
LEVE/MODERADA,2011956,1,-3.05417829631619,-60.04624682
LEVE/MODERADA,2012847,1,-3.128408072,-59.99169548
LEVE/MODERADA,2014556,1,-3.105663708,-59.98636986
LEVE/MODERADA,2015323,1,-3.07349561636937,-60.03395911
LEVE/MODERADA,2015439,1,-3.087588281,-59.88080967
LEVE/MODERADA,2018918,1,-3.1174606,-60.0251431
LEVE/MODERADA,2018926,1,-3.1106111101317016,-60.01429259777069
LEVE/MODERADA,2022672,1,-22.9009619,-47.0899569
LEVE/MODERADA,2022834,1,-22.9329253,-47.0979058
LEVE/MODERADA,2022907,1,-22.8737561,-47.0320918
LEVE/MODERADA,2023091,1,-22.8682422,-47.15589
LEVE/MODERADA,2023199,1,-22.8560065,-47.0652628
LEVE/MODERADA,2023318,1,-22.847787500675498,-47.11940914392471
LEVE/MODERADA,2023369,1,-22.9561038,-47.1989797
LEVE/MODERADA,2023628,1,-22.9613851,-47.0963182
LEVE/MODERADA,2024004,1,-23.511,-46.876
LEVE/MODERADA,2025353,1,-23.694,-46.565
LEVE/MODERADA,2025507,1,-22.125,-49.564
LEVE/MODERADA,2028840,1,-23.548,-46.636
LEVE/MODERADA,2030470,1,-21.051221291435198,-49.37350273132324
LEVE/MODERADA,2030772,1,-21.139808,-47.979194
LEVE/MODERADA,2032171,1,-21.969,-46.798
LEVE/MODERADA,2032643,1,-23.037145401733433,-47.120962142944336
LEVE/MODERADA,2034867,1,-20.1719646,-50.9987057
LEVE/MODERADA,2037262,1,-22.9717389,-47.1288969
LEVE/MODERADA,2040670,1,-22.8656349,-47.0382509
LEVE/MODERADA,2040891,1,-21.117063,-47.994264
LEVE/MODERADA,2041065,1,-22.662,-50.412
LEVE/MODERADA,2053209,1,-21.2294311,-50.4481555
LEVE/MODERADA,2058154,1,-23.654368,-46.5313378
LEVE/MODERADA,2062151,1,-22.281154434763437,-49.085063338279724
LEVE/MODERADA,2063646,1,-23.186,-46.884
LEVE/MODERADA,2066394,1,-21.292243,-50.3385366
LEVE/MODERADA,2069601,1,-23.548,-46.636
LEVE/MODERADA,2069768,1,-23.467195,-46.528819
LEVE/MODERADA,2070197,1,-21.3565368,-50.2843423
LEVE/MODERADA,2073269,1,-24.006,-46.403
LEVE/MODERADA,2073323,1,-22.701,-46.764
LEVE/MODERADA,2077434,1,-24.715,-47.881
LEVE/MODERADA,2077574,1,-23.548,-46.636
LEVE/MODERADA,2077582,1,-22.5985202049405,-48.79781484603882
LEVE/MODERADA,2078473,1,-23.888702174985923,-46.42755746841431
LEVE/MODERADA,2078511,1,-20.4293955,-51.3404196
LEVE/MODERADA,2078562,1,-23.486,-46.348
LEVE/MODERADA,2079917,1,-23.086,-46.951
LEVE/MODERADA,2079925,1,-23.215,-47.524
LEVE/MODERADA,2080052,1,-23.523,-46.188
LEVE/MODERADA,2080354,1,-23.9496488,-46.3349866
LEVE/MODERADA,2080842,1,-22.742662461113845,-50.38411617279053
LEVE/MODERADA,2080966,1,-20.2865021,-50.4010396
LEVE/MODERADA,2082527,1,-21.7895029,-48.1768847
LEVE/MODERADA,2082586,1,-21.80377462870212,-50.87698817253113
LEVE/MODERADA,2082691,1,-20.896,-51.379
LEVE/MODERADA,2082810,1,-21.661,-46.739
LEVE/MODERADA,2082888,1,-22.415729818442287,-47.556724548339844
LEVE/MODERADA,2083884,1,-22.947,-47.316
LEVE/MODERADA,2084171,1,-21.14299021395991,-47.99804449081421
LEVE/MODERADA,2084961,1,-23.2949139,-45.944944
LEVE/MODERADA,2085607,1,-21.365809106632142,-48.23766231536865
LEVE/MODERADA,2086107,1,-23.6858378,-46.6123688
LEVE/MODERADA,2086530,1,-23.2921233,-45.9516579
LEVE/MODERADA,2088193,1,-22.43836685,-46.95954033216386
LEVE/MODERADA,2089769,1,-22.815,-50.794
LEVE/MODERADA,2090236,1,-20.557,-48.568
LEVE/MODERADA,2090457,1,-22.222190966788407,-47.626118659973145
LEVE/MODERADA,2091658,1,-23.666307,-46.736571
LEVE/MODERADA,2093138,1,-24.4955058,-47.8460065
LEVE/MODERADA,2093324,1,-20.284,-50.246
LEVE/MODERADA,2093618,1,-23.176,-48.125
LEVE/MODERADA,2096722,1,-23.7155133,-46.4148851
LEVE/MODERADA,2096757,1,-20.868218,-49.306919
LEVE/MODERADA,2096838,1,-20.789218,-49.403216
LEVE/MODERADA,2096919,1,-20.791665,-49.344068
LEVE/MODERADA,2096927,1,-20.78188,-49.387154
LEVE/MODERADA,2096943,1,-20.781526,-49.368364
LEVE/MODERADA,2096978,1,-20.844924,-49.37826
LEVE/MODERADA,2097028,1,-20.797858,-49.386525
LEVE/MODERADA,2097095,1,-20.768191,-49.384395
LEVE/MODERADA,2120577,1,-19.986,-44.428
LEVE/MODERADA,2120631,1,-19.986,-44.428
LEVE/MODERADA,2123673,1,-21.298,-44.658
LEVE/MODERADA,2140217,1,-19.583,-42.644
LEVE/MODERADA,2143402,1,-19.864764,-44.606528
LEVE/MODERADA,2146355,1,-18.881609,-48.2060122
LEVE/MODERADA,2146525,1,-20.917,-46.991
LEVE/MODERADA,2152479,1,-18.919,-48.277
LEVE/MODERADA,2152495,1,-18.8982232,-48.2682861
LEVE/MODERADA,2152576,1,-18.919,-48.277
LEVE/MODERADA,2152614,1,-18.87040325,-48.27986619819976
LEVE/MODERADA,2152967,1,-18.9087859,-48.2459691
LEVE/MODERADA,2153009,1,-18.938181,-48.3172152
LEVE/MODERADA,2153343,1,-21.728846007906682,-43.345935344696045
LEVE/MODERADA,2153505,1,-21.7439438,-43.3484731
LEVE/MODERADA,2153963,1,-22.029,-46.337
LEVE/MODERADA,2154633,1,-19.9431109,-44.0483441
LEVE/MODERADA,2159252,1,-20.146175898852317,-44.88641381263733
LEVE/MODERADA,2160803,1,-20.087,-45.294
LEVE/MODERADA,2164620,1,-19.589934452444282,-46.93760633468628
LEVE/MODERADA,2165120,1,-19.748,-47.932
LEVE/MODERADA,2165163,1,-19.748,-47.932
LEVE/MODERADA,2165228,1,-19.748,-47.932
LEVE/MODERADA,2165465,1,-19.748,-47.932
LEVE/MODERADA,2208172,1,-17.8625592,-41.507172
LEVE/MODERADA,2225891,1,-29.43512194679339,-51.53887152671814
LEVE/MODERADA,2229463,1,-29.638,-51.007
LEVE/MODERADA,2235919,1,-29.66709805205311,-52.7927827835083
LEVE/MODERADA,2237849,1,-30.033,-51.23
LEVE/MODERADA,2238357,1,-29.375567,-51.112476
LEVE/MODERADA,2244152,1,-29.497,-54.69
LEVE/MODERADA,2246767,1,-27.95,-51.807
LEVE/MODERADA,2246929,1,-28.263,-52.407
LEVE/MODERADA,2248220,1,-30.891,-55.533
LEVE/MODERADA,2250152,1,-27.51383806198428,-54.49301362037659
LEVE/MODERADA,2250225,1,-27.989,-54.839
LEVE/MODERADA,2252260,1,-29.5057674409268,-51.96591675281525
LEVE/MODERADA,2253119,1,-31.754781,-52.328632
LEVE/MODERADA,2257548,1,-30.8515,-51.8129
LEVE/MODERADA,2259095,1,-28.354527689316125,-54.50010538101196
LEVE/MODERADA,2262002,1,-30.981380430966336,-54.67022180557251
LEVE/MODERADA,2264307,1,-30.0320771601895,-51.230385303497314
LEVE/MODERADA,2266342,1,-30.005229934485673,-52.907280921936035
LEVE/MODERADA,2269341,1,-22.903,-43.208
LEVE/MODERADA,2269368,1,-22.903,-43.208
LEVE/MODERADA,2269503,1,-22.88799,-43.29338
LEVE/MODERADA,2269562,1,-22.903,-43.208
LEVE/MODERADA,2269783,1,-22.91438515517907,-43.23737025260925
LEVE/MODERADA,2270064,1,-22.90302015029404,-43.208112716674805
LEVE/MODERADA,2270277,1,-22.99734,-43.62758
LEVE/MODERADA,2270455,1,-22.87293767,-43.44869477
LEVE/MODERADA,2273489,1,-22.903,-43.208
LEVE/MODERADA,2287919,1,-22.470587,-43.8228805
LEVE/MODERADA,2288346,1,-22.90969,-43.200844
LEVE/MODERADA,2292386,1,-22.4123,-42.9664
LEVE/MODERADA,2296586,1,-22.805,-43.353
LEVE/MODERADA,2306220,1,-26.486,-49.067
LEVE/MODERADA,2307006,1,-2.53,-44.303
LEVE/MODERADA,2323249,1,-5.089,-42.802
LEVE/MODERADA,2323494,1,-5.089,-42.802
LEVE/MODERADA,2332906,1,-1.456,-48.504
LEVE/MODERADA,2338424,1,-16.7505125,-49.3061186
LEVE/MODERADA,2339080,1,-16.652885461593026,-49.25299644470215
LEVE/MODERADA,2339099,1,-16.690173505080327,-49.25677299499512
LEVE/MODERADA,2357623,1,-7.115,-34.863
LEVE/MODERADA,2361744,1,-16.337242,-48.952927
LEVE/MODERADA,2364840,1,-2.9124486,-41.781073
LEVE/MODERADA,2376334,1,-19.0061530558243,-57.65307426452637
LEVE/MODERADA,2377330,1,-27.05153930924888,-49.621596336364746
LEVE/MODERADA,2377578,1,-27.2012,-50.0688
LEVE/MODERADA,2385015,1,-14.79135593672373,-39.265265464782715
LEVE/MODERADA,2390671,1,-15.461915,-55.74963
LEVE/MODERADA,2393581,1,-15.596,-56.097
LEVE/MODERADA,2397552,1,-15.5570205,-54.2973583
LEVE/MODERADA,2407205,1,-14.866,-40.839
LEVE/MODERADA,2409119,1,-5.795,-35.209
LEVE/MODERADA,2409194,1,-5.798219187126321,-35.23489236831665
LEVE/MODERADA,2411393,1,-26.875741458303082,-52.399892807006836
LEVE/MODERADA,2439093,1,-25.414900907545576,-49.279093399999965
LEVE/MODERADA,2439360,1,-23.5539424,-51.4599215
LEVE/MODERADA,2451565,1,-3.3450657967795037,-42.42218255996704
LEVE/MODERADA,2462214,1,-2.762,-42.274
LEVE/MODERADA,2464594,1,-2.5360037,-44.2251728
LEVE/MODERADA,2470942,1,-15.619089796698942,-56.119816303253174
LEVE/MODERADA,2478153,1,-3.706028,-38.590106
LEVE/MODERADA,2482452,1,-3.812358,-38.519585
LEVE/MODERADA,2489074,1,-14.859456339437985,-40.83494246006012
LEVE/MODERADA,2494299,1,-9.919045235802606,-63.033703565597534
LEVE/MODERADA,2496542,1,-11.683,-61.1175
LEVE/MODERADA,2497077,1,-26.095869502368082,-53.02928924560547
LEVE/MODERADA,2511606,1,-26.2540526,-48.8076446
LEVE/MODERADA,2511843,1,-26.304,-48.846
LEVE/MODERADA,2511851,1,-26.303398891102756,-48.84590148925781
LEVE/MODERADA,2512165,1,-26.243155499589804,-49.4425106048584
LEVE/MODERADA,2512599,1,-26.8946527,-49.1037016
LEVE/MODERADA,2513323,1,-27.035253,-49.385915
LEVE/MODERADA,2513838,1,-26.741,-49.177
LEVE/MODERADA,2515261,1,-3.783033,-38.503849
LEVE/MODERADA,2517906,1,-16.666411953404,-49.25848960876465
LEVE/MODERADA,2525569,1,-14.78214424818503,-39.27037239074707
LEVE/MODERADA,2525712,1,-13.3708341,-39.0743337
LEVE/MODERADA,2528584,1,-3.745976,-38.494074
LEVE/MODERADA,2528657,1,-3.751764,-38.473377
LEVE/MODERADA,2528673,1,-3.768597,-38.480789
LEVE/MODERADA,2528959,1,-3.773881,-38.577838
LEVE/MODERADA,2534789,1,-14.46541216487642,-48.45687389373779
LEVE/MODERADA,2560771,1,-27.171637166834863,-51.50644361972809
LEVE/MODERADA,2561123,1,-3.721862,-38.474481
LEVE/MODERADA,2573628,1,-23.453807775613342,-51.42981290817261
LEVE/MODERADA,2593262,1,-7.115,-34.863
LEVE/MODERADA,2639440,1,-25.484017,-49.3558028
LEVE/MODERADA,2639831,1,-25.42761610754987,-49.28316429999995
LEVE/MODERADA,2659689,1,-20.449301,-55.789987
LEVE/MODERADA,2660822,1,-26.9014822,-49.0478268
LEVE/MODERADA,2663821,1,-27.568392,-48.6171139
LEVE/MODERADA,2664747,1,-16.68493224015716,-49.25570011138916
LEVE/MODERADA,2675560,1,-6.372708864409542,-39.308491945266724
LEVE/MODERADA,2676125,1,-0.7752527658456159,-47.17802882194519
LEVE/MODERADA,2691485,1,-26.9282665,-48.9481388
LEVE/MODERADA,2698471,1,-23.9436602,-46.3765278
LEVE/MODERADA,2702193,1,-23.434,-45.071
LEVE/MODERADA,2705133,1,-23.186,-46.884
LEVE/MODERADA,2705680,1,-20.762149,-49.396363
LEVE/MODERADA,2707977,1,-28.936,-51.549
LEVE/MODERADA,2716798,1,-23.186,-46.884
LEVE/MODERADA,2719630,1,-9.014279789249107,-35.22235035896301
LEVE/MODERADA,2736543,1,-24.957951,-53.462036
LEVE/MODERADA,2742462,1,-25.6687486,-52.1243342
LEVE/MODERADA,2751070,1,-22.192347270745046,-51.35641694068909
LEVE/MODERADA,2751852,1,-23.582164395304567,-46.58277153968811
LEVE/MODERADA,2751895,1,-23.548,-46.636
LEVE/MODERADA,2755491,1,-7.115,-34.863
LEVE/MODERADA,2757915,1,-7.120411,-34.978
LEVE/MODERADA,2759306,1,-18.668486207485778,-48.19807291030884
LEVE/MODERADA,2764059,1,-21.488,-44.643
LEVE/MODERADA,2778831,1,-27.28,-48.93
LEVE/MODERADA,2785382,1,-22.0232984,-47.4191928
LEVE/MODERADA,2786117,1,-10.167,-48.333
LEVE/MODERADA,2789582,1,-23.664,-46.538
LEVE/MODERADA,2791706,1,-21.799,-49.929
LEVE/MODERADA,2792176,1,-23.717,-46.849
LEVE/MODERADA,2793008,1,-29.9920125,-50.1398328
LEVE/MODERADA,2804034,1,-14.213790872636197,-42.76495814323425
LEVE/MODERADA,2807491,1,-11.525,-61.013
LEVE/MODERADA,2818728,1,-31.419071,-52.177194
LEVE/MODERADA,3004791,1,-19.932402,-43.987974
LEVE/MODERADA,3012212,1,-23.186,-46.884
LEVE/MODERADA,3019993,1,-19.817,-43.956
LEVE/MODERADA,3023052,1,-6.111,-38.209
LEVE/MODERADA,3032191,1,-18.918222485682417,-48.18526268005371
LEVE/MODERADA,3051919,1,-22.5762935,-48.8155689
LEVE/MODERADA,3057003,1,-22.725,-47.649
LEVE/MODERADA,3060322,1,-20.808006,-49.374927
LEVE/MODERADA,3062503,1,-12.2536457,-38.958648
LEVE/MODERADA,3099784,1,-22.528969012800694,-52.172977924346924
LEVE/MODERADA,3111075,1,-18.889752,-48.332495
LEVE/MODERADA,3116085,1,-23.179,-45.887
LEVE/MODERADA,3139050,1,-23.584634873631146,-48.04510921239853
LEVE/MODERADA,3212270,1,-3.093987037177441,-60.058157444000244
LEVE/MODERADA,3277062,1,-8.83748,-63.935866
LEVE/MODERADA,3492958,1,-21.120785,-48.02216
LEVE/MODERADA,3499359,1,-3.101606771181244,-60.02509117126465
LEVE/MODERADA,3530124,1,-16.69432530702162,-49.2696475982666
LEVE/MODERADA,3549828,1,-23.803702345364627,-45.40280342102051
LEVE/MODERADA,3553728,1,-14.5280349,-40.3672254
LEVE/MODERADA,3582906,1,-28.639,-53.606
LEVE/MODERADA,3746356,1,-29.41526426095608,-53.02531957626343
LEVE/MODERADA,3771962,1,-16.3061319,-48.9425332
LEVE/MODERADA,3796868,1,-26.24867895161281,-49.38631296157837
LEVE/MODERADA,3850757,1,-20.84762,-49.362057
LEVE/MODERADA,4001303,1,-8.736110281637231,-63.890089988708496
LEVE/MODERADA,4020278,1,-9.88519270294816,-36.82267427444458
LEVE/MODERADA,4050142,1,-23.5397994,-46.4345011
LEVE/MODERADA,4050312,1,-23.548,-46.636
LEVE/MODERADA,4061314,1,-26.111,-49.805
LEVE/MODERADA,5027195,1,-8.0590189,-34.8897534681065
LEVE/MODERADA,5142725,1,-25.5912405,-49.3403008
LEVE/MODERADA,5154197,1,-22.903,-43.208
LEVE/MODERADA,5195756,1,-26.29422945,-48.860620534875224
LEVE/MODERADA,5205905,1,-26.07535,-53.0641901
LEVE/MODERADA,5309808,1,-18.919,-48.277
LEVE/MODERADA,5585422,1,-2.4737124,-54.7138801
LEVE/MODERADA,5598435,1,-22.90404,-43.2416
LEVE/MODERADA,5617286,1,-18.9597131,-48.2360293
LEVE/MODERADA,5621801,1,-22.9144,-43.1813
LEVE/MODERADA,5664675,1,-26.229,-52.671
LEVE/MODERADA,5844843,1,-19.91941293757247,-48.37803840637207
LEVE/MODERADA,5859670,1,-17.598,-44.731
LEVE/MODERADA,5997763,1,-20.69383932791576,-44.84037637710571
LEVE/MODERADA,6020895,1,-10.820639486414157,-55.454349517822266
LEVE/MODERADA,6032419,1,-22.9469578,-47.0838922
LEVE/MODERADA,6123740,1,-23.548,-46.636
LEVE/MODERADA,6148336,1,-23.548,-46.636
LEVE/MODERADA,6224105,1,-2.6938866963880397,-59.69404220581055
LEVE/MODERADA,6239900,1,-16.724485,-43.869049
LEVE/MODERADA,6287913,1,-9.665971078768072,-35.73498487472534
LEVE/MODERADA,6300790,1,-19.8033279,-43.9897132
LEVE/MODERADA,6305202,1,-18.164813920469967,-47.97202706336975
LEVE/MODERADA,6305628,1,-19.748,-47.932
LEVE/MODERADA,6377777,1,-17.301,-48.28
LEVE/MODERADA,6559379,1,-8.250643,-35.0009451
LEVE/MODERADA,6616445,1,-17.8713844,-41.4995321
LEVE/MODERADA,6618863,1,-22.91816,-43.62898
LEVE/MODERADA,6699863,1,-22.958,-45.549
LEVE/MODERADA,6780598,1,-0.9297576762165468,-48.28787863254547
LEVE/MODERADA,6804845,1,-23.5938892,-46.8989707
LEVE/MODERADA,6956718,1,-23.668,-46.461
LEVE/MODERADA,6960758,1,-22.73452879687831,-48.54334831237793
LEVE/MODERADA,7041624,1,-22.876293812789424,-43.47292184829712
LEVE/MODERADA,7066376,1,-20.269,-50.546
LEVE/MODERADA,7160305,1,-20.284801265978835,-40.332419872283936
LEVE/MODERADA,7165765,1,-22.906894241587235,-43.177428245544434
LEVE/MODERADA,7176147,1,-19.1488407,-47.9371129
LEVE/MODERADA,7188676,1,-22.979,-49.871
LEVE/MODERADA,7257406,1,-20.129,-40.308
LEVE/MODERADA,7288921,1,-7.25,-39.142
LEVE/MODERADA,7352522,1,-23.117,-46.55
LEVE/MODERADA,7373465,1,-23.7477921,-46.5796461
LEVE/MODERADA,7413750,1,-29.78169885073318,-55.806899070739746
LEVE/MODERADA,7432895,1,-25.7799138984017,-49.327229261398315
LEVE/MODERADA,7468466,1,-20.295151172190927,-40.30859649181366
LEVE/MODERADA,7472552,1,-7.979499781518584,-38.29449623823166
LEVE/MODERADA,7473702,1,-23.5395523,-46.217966
LEVE/MODERADA,7526768,1,-22.725,-47.649
LEVE/MODERADA,7549938,1,-21.705462668628613,-47.27221727371216
LEVE/MODERADA,7573057,1,-23.179,-45.887
LEVE/MODERADA,7573162,1,-23.186,-46.884
LEVE/MODERADA,7576617,1,-27.594515,-48.552111
LEVE/MODERADA,7614578,1,-3.760902,-38.555682
LEVE/MODERADA,7621442,1,-20.319,-40.338
LEVE/MODERADA,7636881,1,-29.857,-51.274
LEVE/MODERADA,7716532,1,-23.1977892,-45.8942196
LEVE/MODERADA,7740905,1,-3.054595299,-60.00564859
LEVE/MODERADA,7760000,1,-21.788632637740132,-48.19882392883301
LEVE/MODERADA,7934904,1,-15.474088,-55.731848
LEVE/MODERADA,8013543,1,-17.586655530824697,-52.55852937698364
LEVE/MODERADA,9010750,1,-7.136,-40.94
LEVE/MODERADA,9045023,1,-22.87863,-43.30874
LEVE/MODERADA,9232141,1,-22.701,-46.764
LEVE/MODERADA,9250026,1,-22.83908167667728,-42.2089147567749
LEVE/MODERADA,9491112,1,-23.307,-47.2729
LEVE/MODERADA,9595414,1,-7.515092627551541,-63.026188015937805
LEVE/MODERADA,9661522,1,-21.186,-48.907
LEVE/MODERADA,9866027,1,-9.415232,-40.5067089
LEVE/MODERADA,9922962,1,-14.801393,-39.2904038
GRAVE,9242295,174,-23.436759,-46.548759
GRAVE,2296616,169,-22.84086144750921,-43.23836803436279
GRAVE,6916074,157,-23.402878,-46.447539
GRAVE,2078015,156,-23.548,-46.636
GRAVE,2081253,151,-22.357636821428184,-47.38002061843872
GRAVE,7792522,150,-23.427591,-47.415091
GRAVE,2511738,146,-26.304,-48.846
GRAVE,7911238,140,-9.662015436032826,-35.7564640045166
GRAVE,7904894,136,-6.083311095810155,-49.8514723777771
GRAVE,7746180,133,-20.57471804363956,-47.37099766731262
GRAVE,2063603,131,-23.11952515,-47.2338767864077
GRAVE,2081458,131,-22.57932282648805,-47.40042686462402
GRAVE,5883229,131,-23.5044175,-47.4784274
GRAVE,9211861,129,-23.305,-45.966
GRAVE,2062054,120,-23.3744905,-47.4742339
GRAVE,6439993,120,-26.304,-48.846
GRAVE,9400109,109,-23.453543,-46.466943
GRAVE,0010081,102,-20.43987,-54.657613
GRAVE,2306344,97,-26.474846750356217,-49.08223628997803
GRAVE,2384299,96,-25.4241557,-49.2641365
GRAVE,9056971,87,-9.5606019,-35.7443647
GRAVE,7035861,86,-20.584581417990595,-48.552682399749756
GRAVE,2160137,84,-19.8735373,-44.9897045
GRAVE,8007527,83,-26.304,-48.846
GRAVE,6826393,82,-2.53,-44.303
GRAVE,0010073,76,-20.480853,-54.580716
GRAVE,0027863,74,-19.817542246948534,-43.94853115081787
GRAVE,0010103,71,-20.41045017410998,-54.572487473487854
GRAVE,6575900,71,-22.903,-43.208
GRAVE,9070567,71,-27.214,-49.643
GRAVE,7949553,70,-20.492798,-54.652337
GRAVE,2069008,68,-23.548,-46.636
GRAVE,7924798,68,-20.555491,-54.573414
GRAVE,2086492,67,-23.2627349,-45.962416
GRAVE,0010049,64,-20.431337,-54.601054
GRAVE,2777347,64,-19.92030058749534,-48.37984085083008
GRAVE,0010057,63,-20.525343,-54.598395
GRAVE,7396805,62,-3.5555319399934797,-38.83543610572815
GRAVE,6847587,61,-2.53,-44.303
GRAVE,6716849,60,-22.90732908166018,-43.20897102355957
GRAVE,9794506,60,-23.501898981765464,-47.45098114013672
GRAVE,7636970,59,-18.9597131,-48.2360293
GRAVE,9120068,59,-20.520407857454035,-47.436625957489014
GRAVE,2791692,58,-22.362498674853338,-48.3817720413208
GRAVE,2090589,57,-23.434175,-46.426408
GRAVE,6568734,57,-2.5771892,-44.3675075
GRAVE,7299532,57,-23.5043648,-47.4470175
GRAVE,7115652,55,-22.706,-46.986
GRAVE,2233355,54,-32.009522,-52.041007
GRAVE,2465469,54,-3.269116,-45.6515781
GRAVE,0015563,53,-25.443911613564815,-49.276393353939056
GRAVE,2073552,52,-23.46301012983192,-46.533043384552
GRAVE,6631169,51,-22.8953,-43.2958
GRAVE,2403331,50,-20.34,-41.135
GRAVE,2738864,49,-24.974381,-53.411717
GRAVE,6886345,49,-7.19298,-48.1896628
GRAVE,7112831,49,-1.368204241016621,-48.408122062683105
GRAVE,5989442,46,-27.666446,-48.504008
GRAVE,7110162,46,-22.903,-43.208
GRAVE,0026948,43,-19.924594,-43.9317717
GRAVE,2237881,43,-30.02213803127762,-51.154189109802246
GRAVE,7101856,43,-22.8928657,-43.418353
GRAVE,2269295,41,-22.851,-43.326
GRAVE,9461787,41,-28.284,-52.786
GRAVE,0010111,40,-20.535867,-54.67088
GRAVE,2688689,39,-23.548,-46.636
GRAVE,6873960,39,-22.3228,-43.1229
GRAVE,2277301,38,-22.76144,-43.10825
GRAVE,6463487,38,-21.764,-43.35
GRAVE,7372116,38,-9.77370737251531,-35.850040912628174
GRAVE,2333201,37,-1.456,-48.504
GRAVE,2454696,37,-1.828,-44.868
GRAVE,3340821,37,-27.451516,-48.456535
GRAVE,0010464,36,-15.7848228258194,-47.882835566997
GRAVE,2246996,36,-28.257315,-52.393838
GRAVE,7498233,35,-19.469740661121776,-44.211602210998535
GRAVE,9240950,35,-20.932,-54.961
GRAVE,2410834,33,-26.574595527232816,-52.327537536621094
GRAVE,6851304,33,-2.53,-44.303
GRAVE,7038216,33,-19.619,-43.227
GRAVE,2592746,32,-7.1233101,-34.9819924
GRAVE,5995280,32,-25.5792361,-49.3928938
GRAVE,9243038,32,-30.01658283170656,-52.91022062301636
GRAVE,9344330,32,-19.60788,-46.9456523
GRAVE,3157245,31,-27.597040107119152,-48.51781368255615
GRAVE,2006197,29,-9.565592,-35.7776847
GRAVE,2708213,29,-22.903,-43.208
GRAVE,0010243,28,-20.522535,-54.649161
GRAVE,0010480,28,-15.815563535970762,-48.09593439102173
GRAVE,2071371,28,-23.548,-46.636
GRAVE,2269341,28,-22.903,-43.208
GRAVE,2298120,28,-22.86676436383792,-43.441786766052246
GRAVE,2817667,28,-25.872724658755914,-49.497560262680054
GRAVE,7417659,28,-19.454136,-42.552037
GRAVE,9160876,28,-22.90810855,-43.56244414383204
GRAVE,2269953,27,-22.92497,-43.20895
GRAVE,2613476,27,-6.885036,-38.554435
GRAVE,9024980,27,-15.647,-56.133
GRAVE,9361413,27,-29.6865581,-51.1369789
GRAVE,2026805,26,-21.364809955273444,-48.22701930999756
GRAVE,2061562,26,-23.66679285,-46.428815022818
GRAVE,2193310,26,-19.45898,-42.562507
GRAVE,2237253,26,-30.033,-51.23
GRAVE,2237571,26,-30.015999700000002,-51.158626888464994
GRAVE,2808579,26,-9.367698670567243,-62.583167552948
GRAVE,7260784,26,-1.456,-48.504
GRAVE,9020284,26,-1.45596091060936,-48.506269454956055
GRAVE,2311305,25,-2.629,-45.773
GRAVE,5587956,25,-25.42650150754953,-49.27724850000004
GRAVE,7936850,25,-29.638,-51.007
GRAVE,2077485,24,-23.548,-46.636
GRAVE,2237601,24,-30.03261588823629,-51.22982740402222
GRAVE,2270420,24,-22.87498713,-43.46854739
GRAVE,9944532,24,-27.820821360926306,-50.313541889190674
GRAVE,2246988,23,-28.26044721528277,-52.41347551345825
GRAVE,2332639,23,-1.456,-48.504
GRAVE,2529475,23,-3.76186,-38.574367
GRAVE,6716938,23,-22.903,-43.208
GRAVE,2069776,22,-23.7176581,-46.558269
GRAVE,2082187,22,-21.163272212877125,-47.85192847251892
GRAVE,2277298,22,-22.87595,-43.22247
GRAVE,2428881,22,-7.807368716030449,-37.80028581619263
GRAVE,3480879,22,-23.2627349,-45.962416
GRAVE,2000121,21,-8.161,-70.766
GRAVE,2262568,21,-29.9863123,-51.1647657
GRAVE,2270277,21,-22.99734,-43.62758
GRAVE,2013606,20,-3.0867368562872826,-60.03496170043945
GRAVE,2080427,20,-23.462990446336306,-46.53302192687988
GRAVE,2306336,20,-26.486,-49.067
GRAVE,6023975,20,-22.9014,-43.243
GRAVE,9717552,20,-27.5790143,-48.598533
GRAVE,0003816,19,-12.993123786204201,-38.52022022008896
GRAVE,2066092,19,-23.548,-46.636
GRAVE,2269937,19,-22.877,-43.337
GRAVE,2537958,19,-26.905086,-52.705206
GRAVE,2696924,19,-22.4607491,-42.6539956
GRAVE,2755130,19,-22.126,-51.389
GRAVE,2802104,19,-12.971,-38.511
GRAVE,6591620,19,-23.511,-46.876
GRAVE,6992560,19,-23.186,-46.884
GRAVE,7278888,19,-1.3234565,-48.4026691
GRAVE,7953917,19,-29.76,-51.147
GRAVE,2438917,18,-25.4929047,-49.2460813
GRAVE,3827836,18,-25.5154522,-49.2950052
