SEVERIDADE,PA_CODUNI,NUM_PACIENTES,NU_LATITUDE,NU_LONGITUDE
GRAVE,6028233,18,-22.92559,-43.21485
GRAVE,9080163,18,-22.91455,-43.20121
GRAVE,0023582,17,-19.8033279,-43.9897132
GRAVE,2078325,17,-23.5599861,-46.6468609
GRAVE,2270250,17,-22.89978,-43.22256
GRAVE,2384272,17,-25.427778107549933,-49.2454429
GRAVE,2708426,17,-22.9213,-43.18926
GRAVE,2765934,17,-23.80387903634924,-45.40218114852905
GRAVE,2765942,17,-23.4421448,-47.2029914
GRAVE,6708714,17,-15.88331027804871,-48.10009181499481
GRAVE,7116756,17,-15.900854768206301,-47.77774930000305
GRAVE,7465157,17,-15.825369849153997,-48.12103718519211
GRAVE,7485808,17,-3.28,-45.656
GRAVE,0017396,16,-25.3857065,-49.2328771
GRAVE,2077396,16,-20.82,-49.379
GRAVE,2270633,16,-22.903,-43.208
GRAVE,2280191,16,-22.9187205,-43.6871124
GRAVE,2291274,16,-22.90071,-43.20036
GRAVE,2463016,16,-4.9507695,-47.4920103
GRAVE,2711990,16,-8.1660311273936,-34.92360055446625
GRAVE,2787318,16,-23.54863,-46.636026
GRAVE,6742831,16,-22.903,-43.208
GRAVE,7336551,16,-8.784441834080637,-63.856637477874756
GRAVE,7641117,16,-9.38716,-38.012667
GRAVE,9030670,16,-20.456076,-54.71002
GRAVE,0000396,15,-8.047565542943888,-34.94609087705612
GRAVE,0011800,15,-20.319,-40.338
GRAVE,2079798,15,-22.906,-47.061
GRAVE,2233371,15,-31.299106490698062,-52.15827941894531
GRAVE,2558254,15,-26.91626325,-49.05823632084819
GRAVE,6048692,15,-26.304,-48.846
GRAVE,9617868,15,-1.456,-48.504
GRAVE,0010499,14,-15.822820253479152,-48.068779706954956
GRAVE,2244136,14,-29.695117450623638,-54.67174530029297
GRAVE,2273179,14,-22.847,-43.378
GRAVE,2639548,14,-25.4422524,-49.3399322
GRAVE,6488714,14,-22.421859118446378,-42.963194847106934
GRAVE,7652038,14,-28.639,-53.606
GRAVE,7892985,14,-22.1513717,-49.9570618
GRAVE,9526382,14,-23.218,-44.713
GRAVE,0010545,13,-15.67514708650334,-48.203630447387695
GRAVE,0015466,13,-25.4304321,-49.2597004
GRAVE,0027014,13,-19.924861,-43.925607
GRAVE,2012650,13,-3.1198403438343347,-60.00552177429199
GRAVE,2077574,13,-23.548,-46.636
GRAVE,2083027,13,-20.653105204437583,-51.11560821533203
GRAVE,2117479,13,-15.338,-43.674
GRAVE,2561492,13,-3.74873355,-38.55188272252229
GRAVE,2696940,13,-21.134,-41.68
GRAVE,7523246,13,-22.89725,-43.19661
GRAVE,9373845,13,-13.8682585,-40.0822256
GRAVE,0000434,12,-8.066803665829326,-34.89079713821411
GRAVE,0010472,12,-16.023221098308856,-48.069326877593994
GRAVE,2091313,12,-23.548,-46.636
GRAVE,2244306,12,-29.684,-53.807
GRAVE,2328968,12,-8.261926602322545,-49.2616868019104
GRAVE,2496046,12,-11.434557603879824,-61.452133655548096
GRAVE,2639556,12,-25.5335177,-49.2629893
GRAVE,2653982,12,-5.780633587795199,-35.19643485546112
GRAVE,2742098,12,-24.757,-51.761
GRAVE,2785722,12,-20.2560193,-42.0301386
GRAVE,3500179,12,-3.0059059,-59.974994
GRAVE,6469205,12,-10.167,-48.333
GRAVE,7006462,12,-6.41799,-43.546171
GRAVE,2016672,11,-4.372,-70.192
GRAVE,2025752,11,-23.9452985,-46.335212
GRAVE,2077671,11,-23.548,-46.636
GRAVE,2082128,11,-22.906,-47.061
GRAVE,2218798,11,-21.786102175326665,-43.36855173110962
GRAVE,2493853,11,-8.7598243,-63.86130600000001
GRAVE,2512688,11,-26.93405705,-49.13107695713396
GRAVE,2688573,11,-23.548,-46.636
GRAVE,5718368,11,-23.691828426525312,-46.77556872367859
GRAVE,6855334,11,-21.205,-41.888
GRAVE,7286082,11,-27.1105879,-52.62601
GRAVE,7818858,11,-19.9426579,-44.0362809
GRAVE,7996802,11,-23.53121547782247,-46.776437759399414
GRAVE,9057706,11,-22.90158,-43.22438
GRAVE,9228853,11,-26.908,-48.662
GRAVE,0027049,10,-19.817,-43.956
GRAVE,2081385,10,-21.387429071864855,-51.56701326370239
GRAVE,2081490,10,-22.9161935,-47.0686043
GRAVE,2088517,10,-23.548,-46.636
GRAVE,2269724,10,-22.903,-43.208
GRAVE,2308908,10,-2.837421310616311,-44.05442476272583
GRAVE,2437139,10,-17.744,-48.626
GRAVE,2528916,10,-3.726741,-38.466252
GRAVE,2552760,10,-26.9088597,-49.0470784
GRAVE,2561425,10,-3.5676803,-41.0940841
GRAVE,2593904,10,-25.53264,-54.534422
GRAVE,2679639,10,-5.089,-42.802
GRAVE,2790602,10,-22.315,-49.061
GRAVE,5621534,10,-9.53271764573897,-37.29347437620163
GRAVE,6423086,10,-23.548,-46.636
GRAVE,9372822,10,-17.53532725040354,-39.72527503967285
GRAVE,2077426,9,-23.548,-46.636
GRAVE,2082926,9,-23.6246178,-45.4182381
GRAVE,2083981,9,-22.822,-47.267
GRAVE,2223538,9,-29.168,-51.179
GRAVE,2269732,9,-22.852,-43.349
GRAVE,2273551,9,-22.88502,-43.64306
GRAVE,2280167,9,-22.842443446478057,-43.23738098144531
GRAVE,2295415,9,-22.9154,-43.2208
GRAVE,2517949,9,-16.7197998,-49.2952582
GRAVE,2528754,9,-3.745877,-38.552608
GRAVE,2550687,9,-18.726860198696457,-39.83625411987305
GRAVE,2691868,9,-27.57644105631247,-48.53540897369385
GRAVE,2726688,9,-2.449,-44.783
GRAVE,2748223,9,-22.886,-48.445
GRAVE,2781816,9,-23.29971358039912,-50.081584453582764
GRAVE,2785900,9,-3.8321834961800634,-38.48038673400879
GRAVE,5230241,9,-28.7325315,-51.7041049
GRAVE,5323436,9,-25.4695378,-49.2064814
GRAVE,5336171,9,-7.6238194,-72.6725653
GRAVE,5420938,9,-23.548,-46.636
GRAVE,6053858,9,-22.906,-47.061
GRAVE,6613136,9,-25.494126,-54.54346
GRAVE,7021437,9,-3.68274,-40.3512
GRAVE,7593864,9,-1.874222,-46.075239
GRAVE,0008923,8,-23.6659455,-46.527573514565624
GRAVE,0015245,8,-25.43424305,-49.2920418148381
GRAVE,0201154,8,-22.941437,-45.501695
GRAVE,2010356,8,-10.13162379553246,-36.177377700805664
GRAVE,2091755,8,-23.548,-46.636
GRAVE,2147572,8,-21.3194334,-43.7472055
GRAVE,2269988,8,-22.903,-43.208
GRAVE,2415488,8,-7.23674369463279,-39.41527605056763
GRAVE,2484943,8,-18.70633403562373,-40.39850950241089
GRAVE,2497654,8,-3.739156,-38.476033
GRAVE,2695251,8,-1.302762204,-48.487929134
GRAVE,2710935,8,-22.2145516,-54.8512983
GRAVE,2722429,8,-9.9304376,-36.4748884
GRAVE,2792176,8,-23.717,-46.849
GRAVE,3012212,8,-23.186,-46.884
GRAVE,6876617,8,-15.802824941413187,-48.768310546875
GRAVE,7107366,8,-22.8052174,-43.2110472
GRAVE,9079939,8,-22.88823,-43.23516
GRAVE,9762272,8,-28.386681085213137,-53.90188694000244
GRAVE,0003859,7,-12.95658124536197,-38.45121502876282
GRAVE,0010502,7,-15.647998515083533,-47.79224395751953
GRAVE,0114987,7,-23.307501600000002,-45.970398150787524
GRAVE,2076896,7,-23.548,-46.636
GRAVE,2077620,7,-23.548,-46.636
GRAVE,2078295,7,-21.406,-48.505
GRAVE,2082349,7,-23.668,-46.461
GRAVE,2084163,7,-23.686,-46.623
GRAVE,2100754,7,-17.217379749154187,-46.87510013580322
GRAVE,2236567,7,-29.171,-51.519
GRAVE,2246929,7,-28.263,-52.407
GRAVE,2253046,7,-31.757565,-52.340744
GRAVE,2270285,7,-22.903,-43.208
GRAVE,2280744,7,-22.91302,-43.27411
GRAVE,2295407,7,-22.90810855,-43.56244414383204
GRAVE,2304155,7,-27.1504984,-52.310836
GRAVE,2387727,7,-11.385864864889822,-40.0097393989563
GRAVE,2458470,7,-6.603364,-44.077967
GRAVE,2461765,7,-5.152442098779426,-44.30065155029297
GRAVE,2484366,7,-18.417506189791013,-40.21420955657959
GRAVE,2639467,7,-25.4777356,-49.3278353
GRAVE,2655837,7,-7.116,-46.257
GRAVE,2662914,7,-27.816,-50.326
GRAVE,2678179,7,-20.33,-40.292
GRAVE,2691485,7,-26.9282665,-48.9481388
GRAVE,2738368,7,-24.974329,-53.494114
GRAVE,2790637,7,-22.40015740314597,-49.40324306488037
GRAVE,3285391,7,-5.089,-42.802
GRAVE,4032829,7,-12.701217585047592,-44.004149436950684
GRAVE,5586372,7,-25.48219050756846,-49.24545660000001
GRAVE,6095666,7,-23.511,-46.876
GRAVE,7078730,7,-15.911959554529137,-48.05726230144501
GRAVE,7111924,7,-15.876086694093491,-47.981929779052734
GRAVE,9214097,7,-25.576086,-49.3323456
GRAVE,9516182,7,-13.368765156803406,-39.06561255455017
GRAVE,0009628,6,-23.18037,-45.85499
GRAVE,0010510,6,-15.771759644433159,-47.87372410297394
GRAVE,2000865,6,-9.067241641959075,-68.6581563949585
GRAVE,2017431,6,-3.119776066224277,-60.0023889541626
GRAVE,2028840,6,-23.548,-46.636
GRAVE,2038404,6,-20.39095932836917,-49.43920075893402
GRAVE,2077124,6,-23.523,-46.836
GRAVE,2077477,6,-23.548,-46.636
GRAVE,2080346,6,-23.548,-46.636
GRAVE,2081377,6,-20.423,-49.973
GRAVE,2081903,6,-21.83730315,-46.8981920132057
GRAVE,2084414,6,-21.167774499779597,-47.80600905418396
GRAVE,2091585,6,-23.548,-46.636
GRAVE,2134268,6,-17.219,-42.59
GRAVE,2153882,6,-21.764,-43.35
GRAVE,2204649,6,-16.17,-42.29
GRAVE,2219646,6,-16.716994197975687,-43.85847330093384
GRAVE,2250802,6,-27.989,-54.839
GRAVE,2259907,6,-28.299,-54.263
GRAVE,2275562,6,-22.505,-43.179
GRAVE,2280299,6,-22.903,-43.208
GRAVE,2338424,6,-16.7505125,-49.3061186
GRAVE,2400243,6,-7.115,-34.863
GRAVE,2411415,6,-26.962,-52.535
GRAVE,2461900,6,-5.023199,-44.268137
GRAVE,2482495,6,-3.888628,-38.509794
GRAVE,2510987,6,-26.252422047713566,-49.51781630516052
GRAVE,2563681,6,-3.76296,-38.531742
GRAVE,2646447,6,-2.8837662,-44.6760291
GRAVE,2702983,6,-8.881928722850613,-36.48364841938019
GRAVE,2781859,6,-23.31,-51.163
GRAVE,2786680,6,-23.546,-46.636
GRAVE,2814897,6,-15.78,-47.93
GRAVE,3380777,6,-26.43426394496633,-49.244821071624756
GRAVE,3913163,6,-2.496839474191523,-43.25336694717407
GRAVE,4056752,6,-24.730597454985695,-53.741276264190674
GRAVE,6030807,6,-23.57165758307918,-46.806907653808594
GRAVE,6602533,6,-12.267,-38.967
GRAVE,7682581,6,-23.53296639075563,-46.79201602935791
GRAVE,9443665,6,-12.8946,-38.3923
GRAVE,9939938,6,-3.762877,-38.574053
GRAVE,0004278,5,-12.9821042,-38.508557
GRAVE,0009725,5,-20.51353,-54.654394
GRAVE,0023051,5,-19.8672473,-43.9254013
GRAVE,0027618,5,-19.9179907,-43.9114121
GRAVE,0100587,5,-1.456,-48.504
GRAVE,2008793,5,-10.183410724000833,-36.835522055625916
GRAVE,2012030,5,-3.073284,-59.961559
GRAVE,2013258,5,-3.3,-60.621
GRAVE,2017849,5,-3.1270905,-60.0191422
GRAVE,2017997,5,-7.545017894728216,-72.58197069168091
GRAVE,2025507,5,-22.125,-49.564
GRAVE,2076926,5,-23.548,-46.636
GRAVE,2078775,5,-21.2054396,-50.4309732
GRAVE,2080087,5,-23.102,-47.715
GRAVE,2082098,5,-24.515142,-48.842383
GRAVE,2082594,5,-23.6222499,-46.563766
GRAVE,2082829,5,-23.548,-46.636
GRAVE,2083272,5,-23.854,-46.139
GRAVE,2088193,5,-22.43836685,-46.95954033216386
GRAVE,2119528,5,-16.8603388,-44.9098362
GRAVE,2146355,5,-18.881609,-48.2060122
GRAVE,2228653,5,-27.19393404566795,-53.256869316101074
GRAVE,2232022,5,-29.776297851831355,-51.14856719970703
GRAVE,2241803,5,-29.8152292,-53.3686821
GRAVE,2248220,5,-30.891,-55.533
GRAVE,2254964,5,-29.720222010476743,-52.426886558532715
GRAVE,2266474,5,-30.052138159301755,-52.890543937683105
GRAVE,2269511,5,-22.903,-43.208
GRAVE,2269783,5,-22.91438515517907,-43.23737025260925
GRAVE,2270560,5,-22.88699489,-43.39962588
GRAVE,2272784,5,-22.282,-42.531
GRAVE,2296306,5,-22.903,-43.208
GRAVE,2307510,5,-3.6372692178449104,-44.38019514083862
GRAVE,2324075,5,-5.035136797502734,-42.45724439620972
GRAVE,2324288,5,-3.466837169684895,-42.37132787704468
GRAVE,2361949,5,-15.757,-49.334
GRAVE,2371243,5,-22.255538463864355,-53.36102485656738
GRAVE,2425432,5,-7.250806,-39.137227
GRAVE,2464594,5,-2.5360037,-44.2251728
GRAVE,2487756,5,-14.854499403400853,-40.84489345550537
GRAVE,2495015,5,-15.5989,-56.0949
GRAVE,2496534,5,-11.673,-61.193
GRAVE,2507129,5,-15.750959031847607,-49.334197640419006
GRAVE,2672197,5,-15.781640349985025,-47.931193113327026
GRAVE,2674769,5,-1.2948662,-47.942742
GRAVE,2694778,5,-1.4566902358046845,-48.50369453430176
GRAVE,2711885,5,-7.557954,-35.00272
GRAVE,2766167,5,-22.843,-47.606
GRAVE,2787644,5,-23.6986037,-46.7716253
GRAVE,2795655,5,-12.545,-55.711
GRAVE,2798298,5,-20.803,-49.386
GRAVE,2816210,5,-10.911,-37.072
GRAVE,4026896,5,-11.304,-41.856
GRAVE,4046307,5,-22.903,-43.208
GRAVE,4068823,5,-21.801627,-54.5479868
GRAVE,6424236,5,-29.959,-51.722
GRAVE,6479200,5,-23.548,-46.636
GRAVE,6848710,5,-3.6580638,-40.3770414
GRAVE,6867294,5,-29.14,-51.27
GRAVE,6871747,5,-2.864,-44.039
GRAVE,7152574,5,-23.502292534993625,-46.76948547363281
GRAVE,7155832,5,-28.95025035914984,-49.49718475341797
GRAVE,7376421,5,-29.918,-51.184
GRAVE,7498810,5,-8.24532,-35.97427
GRAVE,7592477,5,-15.639635,-47.819302
GRAVE,7697422,5,-20.949,-48.479
GRAVE,7998422,5,-26.486,-49.067
GRAVE,0002534,4,-10.8933923,-37.0634866
GRAVE,0003832,4,-12.97298955,-38.50252668
GRAVE,0003980,4,-12.889373521561975,-38.42262268066406
GRAVE,0021768,4,-20.4524106,-54.6092178
GRAVE,0026921,4,-19.9270424,-43.9321649
GRAVE,0050571,4,-1.456,-48.504
GRAVE,2010216,4,-9.78230320527787,-36.09454035758972
GRAVE,2010631,4,-9.4113125,-36.6337349
GRAVE,2012472,4,-3.119797492094729,-60.00354766845703
GRAVE,2012553,4,-5.6179827,-63.1868793
GRAVE,2027674,4,-23.4777485,-46.588053128329804
GRAVE,2040573,4,-23.087216,-47.2046784
GRAVE,2053519,4,-20.9055308,-48.6436841
GRAVE,2066572,4,-23.548,-46.636
GRAVE,2078104,4,-23.549,-46.934
GRAVE,2079895,4,-20.269,-50.546
GRAVE,2080079,4,-23.541,-46.369
GRAVE,2080583,4,-23.548,-46.636
GRAVE,2082527,4,-21.7895029,-48.1768847
GRAVE,2086816,4,-23.7332736,-46.7834207
GRAVE,2093324,4,-20.284,-50.246
GRAVE,2099454,4,-20.7531175,-42.8847182
GRAVE,2111640,4,-20.416,-42.909
GRAVE,2127911,4,-22.283,-46.369
GRAVE,2164841,4,-19.748,-47.932
GRAVE,2192896,4,-19.9042703,-43.946776223544205
GRAVE,2200473,4,-19.9367035,-44.06137123625582
GRAVE,2205440,4,-19.496577,-42.538291
GRAVE,2219654,4,-16.733729530554395,-43.87232422828674
GRAVE,2232057,4,-29.678,-51.131
GRAVE,2244357,4,-29.2023795,-54.865015
GRAVE,2250837,4,-27.783834,-54.2372126
GRAVE,2252082,4,-29.242605609705166,-52.30958819389343
GRAVE,2255928,4,-29.565693280584625,-52.33440399169922
GRAVE,2260204,4,-28.3924221,-53.9219424
GRAVE,2269880,4,-22.867248760669256,-43.248538970947266
GRAVE,2273659,4,-22.96335247875973,-43.21575164794922
GRAVE,2288346,4,-22.90969,-43.200844
GRAVE,2298317,4,-21.7562546,-41.3241216
GRAVE,2301601,4,-13.035,-39.014
GRAVE,2318865,4,-6.7543991,-51.067904448629
GRAVE,2328399,4,-4.966990163051329,-39.024574756622314
GRAVE,2329905,4,-2.4231628,-54.7060296
GRAVE,2342642,4,-6.485404806766243,-36.15192353725433
GRAVE,2376334,4,-19.0061530558243,-57.65307426452637
GRAVE,2402564,4,-14.870883821148988,-40.86291790008545
GRAVE,2423928,4,-13.532,-40.15
GRAVE,2441969,4,-16.742,-48.516
GRAVE,2442612,4,-18.163330665292605,-47.943719029426575
GRAVE,2448521,4,-19.539,-40.631
GRAVE,2451565,4,-3.3450657967795037,-42.42218255996704
GRAVE,2457342,4,-5.051,-44.584
GRAVE,2467372,4,-11.181,-40.518
GRAVE,2476274,4,-5.9490163746114435,-36.65105849504471
GRAVE,2495228,4,-11.716959,-61.782169
GRAVE,2507420,4,-14.549,-49.969
GRAVE,2522411,4,-27.124516339435807,-48.92182946205139
GRAVE,2525933,4,-13.371228537427793,-39.07454967498779
GRAVE,2537192,4,-26.8265946,-49.2721081
GRAVE,2564211,4,-7.311052,-39.3030194
GRAVE,2619946,4,-2.1033019900027403,-56.4911413192749
GRAVE,2646595,4,-5.874,-46.7
GRAVE,2651610,4,-22.531997,-55.734585
GRAVE,2678322,4,-1.0574384198802718,-46.763670444488525
GRAVE,2687127,4,-25.52,-48.509
GRAVE,2695324,4,-19.926893,-43.897992
GRAVE,2707918,4,-27.634,-52.274
GRAVE,2735970,4,-24.192252,-53.032645
GRAVE,2745801,4,-20.7350215668123,-48.0546498298645
GRAVE,2749319,4,-23.026,-45.555
GRAVE,2772310,4,-22.725,-47.649
GRAVE,2786117,4,-10.167,-48.333
GRAVE,2787199,4,-23.548,-46.636
GRAVE,2787423,4,-23.6922484,-46.7883615
GRAVE,2787563,4,-23.6655896,-46.7628797
GRAVE,2788993,4,-23.4933415,-46.6008918
GRAVE,2798484,4,-12.737700486506434,-60.13188600540161
GRAVE,2798662,4,-22.73121879134681,-43.46232712268829
GRAVE,2808587,4,-11.525,-61.013
GRAVE,3092402,4,-21.815882088778178,-48.140233755111694
GRAVE,3139050,4,-23.584634873631146,-48.04510921239853
GRAVE,3614948,4,-23.6890299,-46.7998351245727
GRAVE,3654826,4,-7.191,-48.207
GRAVE,3663051,4,-7.173438,-48.2064342
GRAVE,5412447,4,-22.37093209964088,-41.78692817687988
GRAVE,5717515,4,-16.34766787476504,-48.882677257061005
GRAVE,6380417,4,-23.6346095,-46.7753498
GRAVE,6432530,4,-23.548,-46.636
GRAVE,6621333,4,-9.83,-36.738
GRAVE,7113692,4,-7.225017207841169,-35.89638143777847
GRAVE,7284284,4,-7.0699,-40.3735
GRAVE,7321252,4,-3.492,-45.251
GRAVE,7513151,4,-30.142566469893968,-51.12869739532471
GRAVE,7572883,4,-3.738864,-45.256411
GRAVE,7770723,4,-29.171,-51.519
GRAVE,0000477,3,-8.047589445099332,-34.8876616358757
GRAVE,0000566,3,-8.035557,-34.907465
GRAVE,0010529,3,-15.624917329234314,-47.652747631073
GRAVE,0010537,3,-15.824457,-47.8972328415664
GRAVE,0012505,3,-22.894523,-43.113011
GRAVE,0017884,3,-26.229,-52.671
GRAVE,0027022,3,-19.9931923,-44.0011137
GRAVE,2010887,3,-9.276786915351027,-35.72278618812561
GRAVE,2012022,3,-2.8015767985774875,-57.070841789245605
GRAVE,2012499,3,-8.77090157436393,-67.33926057815552
GRAVE,2016354,3,-2.97,-57.59
GRAVE,2018071,3,-3.0942575453688455,-60.057363510131836
GRAVE,2018136,3,-4.090550576654918,-63.148134648799896
GRAVE,2019647,3,0.0344566,-51.0666
GRAVE,2025299,3,-21.3646513,-48.2293717
GRAVE,2025523,3,-22.214,-49.946
GRAVE,2025914,3,-21.138,-48.973
GRAVE,2042576,3,-22.701,-46.764
GRAVE,2071568,3,-23.548,-46.636
GRAVE,2078511,3,-20.4293955,-51.3404196
GRAVE,2078562,3,-23.486,-46.348
GRAVE,2079097,3,-24.007788959471917,-48.34688454866409
GRAVE,2079720,3,-23.963342526353117,-46.31955564022064
GRAVE,2079828,3,-23.602,-46.753
GRAVE,2080788,3,-23.542,-46.5023
GRAVE,2081164,3,-21.170185668214806,-47.80299425125122
GRAVE,2082691,3,-20.896,-51.379
GRAVE,2087715,3,-22.85796583513038,-47.22001075744629
GRAVE,2091658,3,-23.666307,-46.736571
GRAVE,2102587,3,-19.496,-41.064
GRAVE,2134306,3,-16.804,-42.343
GRAVE,2140217,3,-19.583,-42.644
GRAVE,2164884,3,-19.748,-47.932
GRAVE,2191164,3,-19.9367035,-44.06137123625582
GRAVE,2202891,3,-18.605,-43.379
GRAVE,2206595,3,-19.748,-47.932
GRAVE,2208857,3,-22.4218733,-45.4609099
GRAVE,2218690,3,-19.619,-43.227
GRAVE,2222043,3,-18.8536873,-41.9388782
GRAVE,2232162,3,-29.8243581,-51.1654487
GRAVE,2247046,3,-27.711,-51.761
GRAVE,2252694,3,-31.764758158964387,-52.34700121723561
GRAVE,2270234,3,-22.838972912149252,-43.284984827041626
GRAVE,2270269,3,-22.9131795215742,-43.19549560546875
GRAVE,2270455,3,-22.87293767,-43.44869477
GRAVE,2273748,3,-22.397737074927853,-43.65374565124512
GRAVE,2277328,3,-22.91251,-43.19034
GRAVE,2278324,3,-22.6101408,-43.1808052
GRAVE,2283328,3,-21.64700764984849,-41.74606204032898
GRAVE,2288893,3,-22.4632827,-44.460012
GRAVE,2307154,3,-6.346211765400997,-47.39824891090393
GRAVE,2316005,3,-1.528,-49.217
GRAVE,2316048,3,-0.157,-50.387
GRAVE,2317990,3,-7.311,-50.048
GRAVE,2320681,3,2.805177373364962,-60.69079399108887
GRAVE,2322706,3,-7.015712445202798,-35.855512619018555
GRAVE,2337576,3,-15.308,-49.598
GRAVE,2365146,3,-6.772139452201147,-43.02828133106232
GRAVE,2388057,3,-12.6942716,-38.2910453
GRAVE,2391635,3,-15.6678155,-56.1328385
GRAVE,2395037,3,-16.066267,-57.685126
GRAVE,2395428,3,-14.678278300656626,-52.353984117507935
GRAVE,2395916,3,-17.208996644339614,-54.150023460388184
GRAVE,2399636,3,-7.115,-34.863
GRAVE,2400693,3,-13.073207898259593,-39.96472120285034
GRAVE,2427427,3,-8.038514,-34.93884
GRAVE,2430711,3,-9.394897707551463,-40.49995869398117
GRAVE,2452820,3,-3.7417267,-43.363907
GRAVE,2458799,3,-2.53,-44.303
GRAVE,2465825,3,-19.398844488980473,-40.06144165992737
GRAVE,2482452,3,-3.812358,-38.519585
GRAVE,2494167,3,-7.658,-49.064
GRAVE,2496879,3,-10.726983575252216,-62.25919961929321
GRAVE,2504901,3,-8.050685,-50.03822
GRAVE,2506661,3,-16.72725905196798,-49.246312379837036
GRAVE,2509830,3,-13.1278144,-42.2923913
GRAVE,2525569,3,-14.78214424818503,-39.27037239074707
GRAVE,2528584,3,-3.745976,-38.494074
GRAVE,2534460,3,-16.0698046,-57.6822047
GRAVE,2534754,3,-15.852,-48.959
GRAVE,2534789,3,-14.46541216487642,-48.45687389373779
GRAVE,2561417,3,-3.744563,-38.557809
GRAVE,2616483,3,-2.5570340248179786,-47.504292726516724
GRAVE,2654261,3,-5.795,-35.209
GRAVE,2655969,3,-3.407,-44.024
GRAVE,2666731,3,-26.081,-53.055
GRAVE,2674785,3,-1.351278905122704,-47.57386922836304
GRAVE,2695111,3,-19.87062488279604,-44.001091718673706
GRAVE,2698439,3,-23.961,-46.334
GRAVE,2707675,3,-32.035,-52.099
GRAVE,2720035,3,-9.665992231812757,-35.73423385620117
GRAVE,2729423,3,-22.756,-51.379
GRAVE,2738287,3,-26.482992,-51.981612
GRAVE,2753138,3,-25.593,-49.41
GRAVE,2756951,3,-20.751,-51.678
GRAVE,2760436,3,-20.586349124428203,-46.92460298538208
GRAVE,2761203,3,-18.249,-43.6
GRAVE,2764814,3,-22.121385314274377,-45.04388093948364
GRAVE,2772299,3,-3.667,-45.38
GRAVE,2776006,3,-20.469661,-45.957455
GRAVE,2781700,3,-23.8756944,-53.890831
GRAVE,2788322,3,-23.6753635,-46.7925356
GRAVE,2788942,3,-23.548,-46.636
GRAVE,2792168,3,-23.523,-46.836
GRAVE,2808617,3,-9.426878585912847,-62.00760841369629
GRAVE,2814455,3,-23.179,-45.887
GRAVE,3002187,3,-21.74105446733637,-41.31336808204651
GRAVE,3508528,3,-29.918,-51.184
GRAVE,4013441,3,-5.795,-35.209
GRAVE,4050088,3,-23.548,-46.636
GRAVE,5061989,3,-25.519469,-54.576729
GRAVE,5625416,3,-22.60010500822563,-48.795883655548096
GRAVE,5695813,3,-23.548,-46.636
GRAVE,5743583,3,-23.7171847,-46.7654799
GRAVE,5968496,3,-2.265602390197204,-46.96457862854004
GRAVE,6023983,3,-22.90925,-43.20189
GRAVE,6922902,3,-4.245415625062379,-44.78334188461304
GRAVE,7215746,3,-5.114,-43.81
GRAVE,7354568,3,-5.3831,-45.641
GRAVE,7407505,3,-29.857,-51.274
GRAVE,7520433,3,-22.8388046,-47.1571892
GRAVE,7584717,3,-27.181317589761267,-51.50119185447693
GRAVE,7666772,3,-6.839041796407209,-35.138611793518066
GRAVE,7877447,3,-27.538385,-48.5091517
GRAVE,9388133,3,-14.793695103938798,-39.087257981300354
GRAVE,0009709,2,-20.499085,-54.616465
GRAVE,0010456,2,-15.800653,-47.888283
GRAVE,0012017,2,-20.319,-40.338
GRAVE,0012599,2,-22.880984151800114,-43.07866394519806
GRAVE,0013633,2,-25.3513234,-49.0829139
GRAVE,0016713,2,-25.4802283,-49.3367897
GRAVE,0025143,2,-22.522903913824305,-44.10180330276489
GRAVE,0026719,2,-19.929015431134943,-43.945441246032715
GRAVE,0027820,2,-19.8754286,-43.9541075
GRAVE,0048305,2,-14.08,-46.346
GRAVE,0086126,2,-16.7347055,-49.2273797
GRAVE,2000172,2,-7.624668451151956,-72.66201853752136
GRAVE,2015439,2,-3.087588281,-59.88080967
GRAVE,2016141,2,-3.352680972921608,-64.72800135612488
GRAVE,2017016,2,-7.520373707118208,-63.036407232284546
GRAVE,2019523,2,-3.837,-62.057
GRAVE,2019736,2,0.7109817184982744,-51.413891315460205
GRAVE,2020653,2,0.0436361,-51.0637955
GRAVE,2022923,2,-22.9293059,-47.1229067
GRAVE,2023199,2,-22.8560065,-47.0652628
GRAVE,2023709,2,-23.007161,-46.833107
GRAVE,2040719,2,-22.9761521,-47.1734239
GRAVE,2046571,2,-23.680629120395515,-46.89651757478714
GRAVE,2053314,2,-20.530335022164813,-48.55753183364868
GRAVE,2058790,2,-22.7418646,-47.30881703396477
GRAVE,2064804,2,-21.7926239,-48.2044815
GRAVE,2070197,2,-21.3565368,-50.2843423
GRAVE,2077523,2,-23.548,-46.636
GRAVE,2077647,2,-21.6756,-51.063
GRAVE,2078074,2,-22.1900807,-47.3919952813079
GRAVE,2078422,2,-22.744126865064032,-46.917972564697266
GRAVE,2079135,2,-23.356,-47.857
GRAVE,2079232,2,-22.7561451,-47.4154062
GRAVE,2079240,2,-23.548,-46.636
GRAVE,2079429,2,-23.649,-47.573
GRAVE,2080028,2,-23.6918456,-46.58713291394971
GRAVE,2080338,2,-23.463,-46.533
GRAVE,2080400,2,-21.1804663,-47.8141445
GRAVE,2080443,2,-22.732826801051168,-48.57079267501831
GRAVE,2080923,2,-21.603492494253103,-46.89393997192383
GRAVE,2080931,2,-22.018,-47.891
GRAVE,2080958,2,-22.789,-50.218
GRAVE,2081059,2,-22.770641734821062,-47.15001583099365
